time,V_actual,alpha_actual,q_actual,beta_actual,p_actual,r_actual,V_cmd,alpha_cmd,q_cmd,beta_cmd,p_cmd,r_cmd,throttle_cmd,elevator_cmd,aileron_cmd,rudder_cmd,throttle_actual,elevator_actual,aileron_actual,rudder_actual
2.4880,400.1427,0.043011,0.000506,0.000000,-0.000000,0.000006,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.6531,0.0117,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.4920,400.1463,0.043035,0.000500,0.000000,-0.000000,0.000006,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.6531,0.0117,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.4960,400.1499,0.043059,0.000494,0.000000,-0.000000,0.000006,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.6531,0.0116,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.5000,400.1535,0.043083,0.000487,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0116,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.5040,400.1571,0.043107,0.000482,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0116,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.5080,400.1607,0.043130,0.000476,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0101,0.0000,-0.0000,0.6531,-0.0734,0.0000,-0.0000
2.5120,400.1643,0.043154,0.000469,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0101,0.0000,-0.0000,0.6531,-0.0750,0.0000,-0.0000
2.5160,400.1679,0.043178,0.000484,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0101,0.0000,-0.0000,0.6531,-0.0750,0.0000,-0.0000
2.5200,400.1715,0.043202,0.000497,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0076,0.0000,-0.0000,0.6531,-0.0750,0.0000,-0.0000
2.5240,400.1751,0.043226,0.000510,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0076,0.0000,-0.0000,0.6531,-0.0775,0.0000,-0.0000
2.5280,400.1787,0.043251,0.000558,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0076,0.0000,-0.0000,0.6531,-0.0775,0.0000,-0.0000
2.5320,400.1822,0.043275,0.000604,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0044,0.0000,-0.0000,0.6531,-0.0775,0.0000,-0.0000
2.5360,400.1858,0.043300,0.000649,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0044,0.0000,-0.0000,0.6531,-0.0806,0.0000,-0.0000
2.5400,400.1893,0.043326,0.000738,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0044,0.0000,-0.0000,0.6531,-0.0806,0.0000,-0.0000
2.5440,400.1928,0.043352,0.000824,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0008,0.0000,-0.0000,0.6531,-0.0806,0.0000,-0.0000
2.5480,400.1964,0.043378,0.000908,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6531,0.0008,0.0000,-0.0000,0.6531,-0.0842,0.0000,-0.0000
2.5520,400.1998,0.043406,0.001041,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,0.0008,0.0000,-0.0000,0.6531,-0.0842,0.0000,-0.0000
2.5560,400.2033,0.043433,0.001171,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0030,0.0000,-0.0000,0.6432,-0.0842,0.0000,-0.0000
2.5600,400.2064,0.043462,0.001297,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0030,0.0000,-0.0000,0.6432,-0.0880,0.0000,-0.0000
2.5640,400.2092,0.043492,0.001475,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0030,0.0000,-0.0000,0.6432,-0.0880,0.0000,-0.0000
2.5680,400.2120,0.043522,0.001647,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0069,0.0000,-0.0000,0.6432,-0.0880,0.0000,-0.0000
2.5720,400.2148,0.043553,0.001817,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0069,0.0000,-0.0000,0.6432,-0.0920,0.0000,-0.0000
2.5760,400.2176,0.043586,0.002040,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0069,0.0000,-0.0000,0.6432,-0.0920,0.0000,-0.0000
2.5800,400.2204,0.043619,0.002258,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0109,0.0000,-0.0000,0.6432,-0.0920,0.0000,-0.0000
2.5840,400.2233,0.043653,0.002472,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0109,0.0000,-0.0000,0.6432,-0.0959,0.0000,-0.0000
2.5880,400.2260,0.043689,0.002739,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0109,0.0000,-0.0000,0.6432,-0.0959,0.0000,-0.0000
2.5920,400.2288,0.043726,0.003000,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0148,0.0000,-0.0000,0.6432,-0.0959,0.0000,-0.0000
2.5960,400.2315,0.043764,0.003257,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0148,0.0000,-0.0000,0.6432,-0.0999,0.0000,-0.0000
2.6000,400.2343,0.043804,0.003566,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0148,0.0000,-0.0000,0.6432,-0.0999,0.0000,-0.0000
2.6040,400.2370,0.043844,0.003868,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0187,0.0000,-0.0000,0.6432,-0.0999,0.0000,-0.0000
2.6080,400.2397,0.043886,0.004166,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0187,0.0000,-0.0000,0.6432,-0.1037,0.0000,-0.0000
2.6120,400.2424,0.043930,0.004513,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0187,0.0000,-0.0000,0.6432,-0.1037,0.0000,-0.0000
2.6160,400.2450,0.043975,0.004854,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0224,0.0000,-0.0000,0.6432,-0.1037,0.0000,-0.0000
2.6200,400.2477,0.044021,0.005189,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0224,0.0000,-0.0000,0.6432,-0.1075,0.0000,-0.0000
2.6240,400.2503,0.044070,0.005572,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0224,0.0000,-0.0000,0.6432,-0.1075,0.0000,-0.0000
2.6280,400.2529,0.044120,0.005947,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0260,0.0000,-0.0000,0.6432,-0.1075,0.0000,-0.0000
2.6320,400.2556,0.044171,0.006316,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0260,0.0000,-0.0000,0.6432,-0.1111,0.0000,-0.0000
2.6360,400.2581,0.044225,0.006731,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0260,0.0000,-0.0000,0.6432,-0.1111,0.0000,-0.0000
2.6400,400.2607,0.044280,0.007138,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0295,0.0000,-0.0000,0.6432,-0.1111,0.0000,-0.0000
2.6440,400.2633,0.044336,0.007538,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0295,0.0000,-0.0000,0.6432,-0.1145,0.0000,-0.0000
2.6480,400.2658,0.044395,0.007982,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6432,-0.0295,0.0000,-0.0000,0.6432,-0.1145,0.0000,-0.0000
2.6520,400.2683,0.044455,0.008416,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0328,0.0000,-0.0000,0.6432,-0.1145,0.0000,-0.0000
2.6560,400.2709,0.044517,0.008844,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0328,0.0000,-0.0000,0.6305,-0.1178,0.0000,-0.0000
2.6600,400.2729,0.044582,0.009311,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0328,0.0000,-0.0000,0.6305,-0.1178,0.0000,-0.0000
2.6640,400.2747,0.044648,0.009768,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0360,0.0000,-0.0000,0.6305,-0.1178,0.0000,-0.0000
2.6680,400.2763,0.044715,0.010217,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0360,0.0000,-0.0000,0.6305,-0.1210,0.0000,-0.0000
2.6720,400.2780,0.044786,0.010704,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0360,0.0000,-0.0000,0.6305,-0.1210,0.0000,-0.0000
2.6760,400.2797,0.044857,0.011182,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0390,0.0000,-0.0000,0.6305,-0.1210,0.0000,-0.0000
2.6800,400.2813,0.044930,0.011651,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0390,0.0000,-0.0000,0.6305,-0.1241,0.0000,-0.0000
2.6840,400.2829,0.045007,0.012157,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0390,0.0000,-0.0000,0.6305,-0.1241,0.0000,-0.0000
2.6880,400.2846,0.045084,0.012653,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0419,0.0000,-0.0000,0.6305,-0.1241,0.0000,-0.0000
2.6920,400.2862,0.045164,0.013141,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0419,0.0000,-0.0000,0.6305,-0.1270,0.0000,-0.0000
2.6960,400.2877,0.045246,0.013662,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0419,0.0000,-0.0000,0.6305,-0.1270,0.0000,-0.0000
2.7000,400.2893,0.045329,0.014173,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0447,0.0000,-0.0000,0.6305,-0.1270,0.0000,-0.0000
2.7040,400.2908,0.045415,0.014677,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0447,0.0000,-0.0000,0.6305,-0.1297,0.0000,-0.0000
2.7080,400.2923,0.045503,0.015211,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0447,0.0000,-0.0000,0.6305,-0.1297,0.0000,-0.0000
2.7120,400.2938,0.045593,0.015735,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0473,0.0000,-0.0000,0.6305,-0.1297,0.0000,-0.0000
2.7160,400.2953,0.045684,0.016251,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0473,0.0000,-0.0000,0.6305,-0.1324,0.0000,-0.0000
2.7200,400.2967,0.045778,0.016795,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0473,0.0000,-0.0000,0.6305,-0.1324,0.0000,-0.0000
2.7240,400.2982,0.045874,0.017330,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0498,0.0000,-0.0000,0.6305,-0.1324,0.0000,-0.0000
2.7280,400.2996,0.045972,0.017855,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0498,0.0000,-0.0000,0.6305,-0.1349,0.0000,-0.0000
2.7320,400.3010,0.046073,0.018408,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0498,0.0000,-0.0000,0.6305,-0.1349,0.0000,-0.0000
2.7360,400.3024,0.046175,0.018950,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0522,0.0000,-0.0000,0.6305,-0.1349,0.0000,-0.0000
2.7400,400.3037,0.046279,0.019483,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0522,0.0000,-0.0000,0.6305,-0.1373,0.0000,-0.0000
2.7440,400.3050,0.046385,0.020041,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0522,0.0000,-0.0000,0.6305,-0.1373,0.0000,-0.0000
2.7480,400.3063,0.046494,0.020589,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6305,-0.0546,0.0000,-0.0000,0.6305,-0.1373,0.0000,-0.0000
2.7520,400.3076,0.046604,0.021127,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0546,0.0000,-0.0000,0.6305,-0.1396,0.0000,-0.0000
2.7560,400.3089,0.046717,0.021689,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0546,0.0000,-0.0000,0.6168,-0.1396,0.0000,-0.0000
2.7600,400.3097,0.046831,0.022240,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0568,0.0000,-0.0000,0.6168,-0.1396,0.0000,-0.0000
2.7640,400.3103,0.046948,0.022779,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0568,0.0000,-0.0000,0.6168,-0.1418,0.0000,-0.0000
2.7680,400.3106,0.047067,0.023340,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0568,0.0000,-0.0000,0.6168,-0.1418,0.0000,-0.0000
2.7720,400.3109,0.047188,0.023890,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0589,0.0000,-0.0000,0.6168,-0.1418,0.0000,-0.0000
2.7760,400.3113,0.047310,0.024430,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0589,0.0000,-0.0000,0.6168,-0.1439,0.0000,-0.0000
2.7800,400.3116,0.047435,0.024991,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0589,0.0000,-0.0000,0.6168,-0.1439,0.0000,-0.0000
2.7840,400.3119,0.047562,0.025541,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0609,0.0000,-0.0000,0.6168,-0.1439,0.0000,-0.0000
2.7880,400.3122,0.047691,0.026081,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0609,0.0000,-0.0000,0.6168,-0.1460,0.0000,-0.0000
2.7920,400.3124,0.047822,0.026641,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0609,0.0000,-0.0000,0.6168,-0.1460,0.0000,-0.0000
2.7960,400.3127,0.047954,0.027189,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0629,0.0000,-0.0000,0.6168,-0.1460,0.0000,-0.0000
2.8000,400.3129,0.048089,0.027728,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0629,0.0000,-0.0000,0.6168,-0.1479,0.0000,-0.0000
2.8040,400.3130,0.048226,0.028285,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0629,0.0000,-0.0000,0.6168,-0.1479,0.0000,-0.0000
2.8080,400.3132,0.048365,0.028831,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0648,0.0000,-0.0000,0.6168,-0.1479,0.0000,-0.0000
2.8120,400.3133,0.048505,0.029367,0.000000,-0.000000,0.000006,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0648,0.0000,-0.0000,0.6168,-0.1498,0.0000,-0.0000
2.8160,400.3134,0.048648,0.029921,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0648,0.0000,-0.0000,0.6168,-0.1498,0.0000,-0.0000
2.8200,400.3135,0.048792,0.030463,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0666,0.0000,-0.0000,0.6168,-0.1498,0.0000,-0.0000
2.8240,400.3135,0.048938,0.030995,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0666,0.0000,-0.0000,0.6168,-0.1516,0.0000,-0.0000
2.8280,400.3135,0.049087,0.031544,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0666,0.0000,-0.0000,0.6168,-0.1516,0.0000,-0.0000
2.8320,400.3135,0.049237,0.032081,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0683,0.0000,-0.0000,0.6168,-0.1516,0.0000,-0.0000
2.8360,400.3135,0.049389,0.032608,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0683,0.0000,-0.0000,0.6168,-0.1534,0.0000,-0.0000
2.8400,400.3134,0.049543,0.033151,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0683,0.0000,-0.0000,0.6168,-0.1534,0.0000,-0.0000
2.8440,400.3133,0.049698,0.033682,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0700,0.0000,-0.0000,0.6168,-0.1534,0.0000,-0.0000
2.8480,400.3132,0.049856,0.034203,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0700,0.0000,-0.0000,0.6168,-0.1551,0.0000,-0.0000
2.8520,400.3130,0.050015,0.034739,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6168,-0.0700,0.0000,-0.0000,0.6168,-0.1551,0.0000,-0.0000
2.8560,400.3128,0.050176,0.035263,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0717,0.0000,-0.0000,0.6168,-0.1551,0.0000,-0.0000
2.8600,400.3126,0.050339,0.035778,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0717,0.0000,-0.0000,0.6039,-0.1567,0.0000,-0.0000
2.8640,400.3120,0.050503,0.036305,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0717,0.0000,-0.0000,0.6039,-0.1567,0.0000,-0.0000
2.8680,400.3111,0.050670,0.036820,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0733,0.0000,-0.0000,0.6039,-0.1567,0.0000,-0.0000
2.8720,400.3099,0.050838,0.037324,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0733,0.0000,-0.0000,0.6039,-0.1583,0.0000,-0.0000
2.8760,400.3088,0.051008,0.037840,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0733,0.0000,-0.0000,0.6039,-0.1583,0.0000,-0.0000
2.8800,400.3077,0.051179,0.038346,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0749,0.0000,-0.0000,0.6039,-0.1583,0.0000,-0.0000
2.8840,400.3066,0.051352,0.038841,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0749,0.0000,-0.0000,0.6039,-0.1599,0.0000,-0.0000
2.8880,400.3054,0.051527,0.039349,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0749,0.0000,-0.0000,0.6039,-0.1599,0.0000,-0.0000
2.8920,400.3043,0.051703,0.039846,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0764,0.0000,-0.0000,0.6039,-0.1599,0.0000,-0.0000
2.8960,400.3030,0.051881,0.040333,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0764,0.0000,-0.0000,0.6039,-0.1614,0.0000,-0.0000
2.9000,400.3018,0.052060,0.040831,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0764,0.0000,-0.0000,0.6039,-0.1614,0.0000,-0.0000
2.9040,400.3005,0.052241,0.041319,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0779,0.0000,-0.0000,0.6039,-0.1614,0.0000,-0.0000
2.9080,400.2992,0.052424,0.041796,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0779,0.0000,-0.0000,0.6039,-0.1629,0.0000,-0.0000
2.9120,400.2978,0.052608,0.042285,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0779,0.0000,-0.0000,0.6039,-0.1629,0.0000,-0.0000
2.9160,400.2964,0.052794,0.042763,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0793,0.0000,-0.0000,0.6039,-0.1629,0.0000,-0.0000
2.9200,400.2950,0.052981,0.043231,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0793,0.0000,-0.0000,0.6039,-0.1644,0.0000,-0.0000
2.9240,400.2935,0.053170,0.043710,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0793,0.0000,-0.0000,0.6039,-0.1644,0.0000,-0.0000
2.9280,400.2920,0.053360,0.044178,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0807,0.0000,-0.0000,0.6039,-0.1644,0.0000,-0.0000
2.9320,400.2905,0.053551,0.044636,0.000000,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0807,0.0000,-0.0000,0.6039,-0.1658,0.0000,-0.0000
2.9360,400.2890,0.053744,0.045104,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0807,0.0000,-0.0000,0.6039,-0.1658,0.0000,-0.0000
2.9400,400.2874,0.053938,0.045562,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0821,0.0000,-0.0000,0.6039,-0.1658,0.0000,-0.0000
2.9440,400.2857,0.054134,0.046009,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0821,0.0000,-0.0000,0.6039,-0.1672,0.0000,-0.0000
2.9480,400.2841,0.054331,0.046467,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0821,0.0000,-0.0000,0.6039,-0.1672,0.0000,-0.0000
2.9520,400.2824,0.054529,0.046914,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.6039,-0.0835,0.0000,-0.0000,0.6039,-0.1672,0.0000,-0.0000
2.9560,400.2807,0.054729,0.047351,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0835,0.0000,-0.0000,0.6039,-0.1686,0.0000,-0.0000
2.9600,400.2789,0.054930,0.047798,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0835,0.0000,-0.0000,0.5938,-0.1686,0.0000,-0.0000
2.9640,400.2767,0.055132,0.048233,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0849,0.0000,-0.0000,0.5938,-0.1686,0.0000,-0.0000
2.9680,400.2743,0.055336,0.048657,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0849,0.0000,-0.0000,0.5938,-0.1699,0.0000,-0.0000
2.9720,400.2718,0.055541,0.049091,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0849,0.0000,-0.0000,0.5938,-0.1699,0.0000,-0.0000
2.9760,400.2693,0.055747,0.049513,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0862,0.0000,-0.0000,0.5938,-0.1699,0.0000,-0.0000
2.9800,400.2668,0.055954,0.049926,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0862,0.0000,-0.0000,0.5938,-0.1712,0.0000,-0.0000
2.9840,400.2642,0.056163,0.050348,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0862,0.0000,-0.0000,0.5938,-0.1712,0.0000,-0.0000
2.9880,400.2616,0.056372,0.050760,0.000001,-0.000000,0.000005,400.0000,0.000000,0.087266,0.000000,0.000000,0.000000,0.5938,-0.0875,0.0000,-0.0000,0.5938,-0.1712,0.0000,-0.0000
