time,V_actual,alpha_actual,q_actual,beta_actual,p_actual,r_actual,V_cmd,alpha_cmd,q_cmd,beta_cmd,p_cmd,r_cmd,throttle_cmd,elevator_cmd,aileron_cmd,rudder_cmd,throttle_actual,elevator_actual,aileron_actual,rudder_actual
0.4440,400.6796,0.016295,0.002380,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0440,0.0000,-0.0000,0.5742,-0.0406,0.0000,-0.0000
0.4480,400.6814,0.016397,0.002320,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0440,0.0000,-0.0000,0.5742,-0.0410,0.0000,-0.0000
0.4520,400.6832,0.016497,0.002266,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0440,0.0000,-0.0000,0.5742,-0.0410,0.0000,-0.0000
0.4560,400.6849,0.016598,0.002211,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0435,0.0000,-0.0000,0.5742,-0.0410,0.0000,-0.0000
0.4600,400.6867,0.016698,0.002155,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0435,0.0000,-0.0000,0.5742,-0.0415,0.0000,-0.0000
0.4640,400.6884,0.016797,0.002105,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0435,0.0000,-0.0000,0.5742,-0.0415,0.0000,-0.0000
0.4680,400.6902,0.016896,0.002055,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0430,0.0000,-0.0000,0.5742,-0.0415,0.0000,-0.0000
0.4720,400.6919,0.016995,0.002003,0.000000,-0.000000,0.000000,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0430,0.0000,-0.0000,0.5742,-0.0420,0.0000,-0.0000
0.4760,400.6936,0.017093,0.001958,0.000000,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0430,0.0000,-0.0000,0.5742,-0.0420,0.0000,-0.0000
0.4800,400.6953,0.017190,0.001911,0.000000,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0426,0.0000,-0.0000,0.5742,-0.0420,0.0000,-0.0000
0.4840,400.6970,0.017287,0.001864,0.000000,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0426,0.0000,-0.0000,0.5742,-0.0425,0.0000,-0.0000
0.4880,400.6986,0.017384,0.001822,0.000001,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0426,0.0000,-0.0000,0.5742,-0.0425,0.0000,-0.0000
0.4920,400.7003,0.017481,0.001780,0.000001,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0421,0.0000,-0.0000,0.5742,-0.0425,0.0000,-0.0000
0.4960,400.7020,0.017577,0.001736,0.000001,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0421,0.0000,-0.0000,0.5742,-0.0429,0.0000,-0.0000
0.5000,400.7036,0.017672,0.001698,0.000001,-0.000000,0.000001,400.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.5742,0.0421,0.0000,-0.0000,0.5742,-0.0429,0.0000,-0.0000
